iteration,guideScore,targetScore,time,totalTime
0,-12.675663262525822,0.10434938752603155,0.028726811,0.028726811
1,-16.341971530066633,4.283778811647939,0.009777137000000002,0.038503948
2,-13.498354808965123,0.8810800546790512,0.005594684999999995,0.044098633
3,-21.520014333134146,4.856015280606401,0.010326276000000002,0.054424909
4,-18.257179014870456,0.5279930272713307,0.005536173999999998,0.059961083
5,-14.270558191746082,1.3701253374564075,0.0032914630000000084,0.063252546
6,-17.05225414389458,6.473164402820025,0.009331852999999987,0.072584399
7,-28.50408822689162,6.497371765925183,0.006218070000000006,0.078802469
8,-18.49651456062502,3.51836019002475,0.005079791,0.08388226
9,-17.56215619118988,2.4615277960470916,0.004354261999999998,0.088236522
10,-28.13168743537031,7.794057126242601,0.005807226999999998,0.094043749
11,-11.911723343833845,1.7622000085516554,0.010886903000000003,0.104930652
12,-17.893902319796616,1.4954744998324858,0.008091581,0.113022233
13,-16.419786761526222,3.679807490023542,0.007528855000000001,0.120551088
14,-11.04065565373519,1.6405099765357363,0.005022697999999992,0.125573786
15,-15.44279373066298,4.6794681978539305,0.007334031000000019,0.132907817
16,-15.456021803631964,4.342345829199958,0.005842691999999983,0.138750509
17,-15.025150716889604,2.135864347050346,0.005931895999999992,0.144682405
18,-18.3216547685689,3.2237083775967887,0.005593097000000019,0.150275502
19,-12.851411092130608,0.7728120524675712,0.004613951000000005,0.154889453
20,-13.54964472077005,2.1188872950891184,0.0061945340000000015,0.161083987
21,-19.040055340552744,4.250468527876154,0.0068163599999999935,0.167900347
22,-11.433575119140254,1.6340234405150031,0.005857305000000007,0.173757652
23,-17.431523201615022,3.891717912018539,0.007183735999999996,0.180941388
24,-15.035708278721032,0.7862147280109644,0.014196513999999993,0.195137902
25,-17.406572086767245,2.7030190507401555,0.003785083999999994,0.198922986
26,-16.621287815779784,3.2634878900267053,0.007573972000000012,0.206496958
27,-25.576080294681066,5.954129757724431,0.005015552999999978,0.211512511
28,-19.533849041063124,2.474119508854285,0.003378974000000007,0.214891485
29,-10.77858632357919,-0.38894965928577363,0.002188453000000007,0.217079938
30,-22.14950383264969,3.1496455275794535,0.0033508780000000016,0.220430816
31,-9.568191687731785,1.2566589047482788,0.0024818640000000003,0.22291268
32,-16.3435809019116,2.3675038807248394,0.0038433780000000084,0.226756058
33,-22.15509882729728,3.0683686786114825,0.0032946680000000006,0.230050726
34,-14.305679890246543,1.1087527031645457,0.0033235029999999777,0.233374229
