iteration,guideScore,targetScore,time,totalTime
0,-6.758913569087179,1.062981202466853,0.023588615,0.023588615
1,-7.530092970039138,2.8255786673639554,0.014410567999999999,0.037999183
2,-9.624452214381277,3.5970770400449554,0.009752944,0.047752127
3,-9.408468958106106,2.3524112588742008,0.010997265999999999,0.058749393
4,-12.60002317684928,1.4204234014567878,0.00597639400000001,0.064725787
5,-9.983195519410838,4.611928695771455,0.004669862999999996,0.06939565
6,-10.28040453372311,4.150267611173143,0.008775637000000003,0.078171287
7,-13.185447706890582,3.380343122082529,0.00573302199999999,0.083904309
8,-15.082883224689954,5.490883083165597,0.006279011000000001,0.09018332
9,-8.73589854866503,5.673961524933729,0.006978847999999996,0.097162168
10,-6.860359612692683,2.944214948123327,0.0035864710000000077,0.100748639
11,-7.188181848452794,3.1171547650289058,0.011465467999999993,0.112214107
12,-13.096412972007906,4.638982437897496,0.008561866000000001,0.120775973
13,-7.523459070914534,1.829605445179482,0.007511794000000002,0.128287767
14,-9.080910485586518,1.4058336857897191,0.007776590999999999,0.136064358
15,-6.048525327827109,2.0738557996785607,0.00637834100000001,0.142442699
16,-8.382872428091442,4.715497278848263,0.0077497880000000074,0.150192487
17,-9.133030773078927,2.6361376064239153,0.007810024999999998,0.158002512
18,-7.862920877448677,3.941397392740511,0.006288355999999995,0.164290868
19,-8.34179711140616,1.3578475438173068,0.004956066999999981,0.169246935
20,-8.557466974371911,3.619459116400777,0.006761149000000022,0.176008084
21,-7.935131192884941,4.322611445629823,0.006058003999999978,0.182066088
22,-8.270676165529023,3.5877232813791977,0.01775194400000002,0.199818032
23,-7.253719124240533,3.258685875276659,0.0060891089999999815,0.205907141
24,-11.296696451314482,4.698579089769822,0.004252792000000005,0.210159933
25,-7.0781086301734835,0.6026430848879839,0.0028232400000000046,0.212983173
26,-7.475992208633871,0.4386002185766932,0.004158553000000009,0.217141726
27,-7.482493736090737,0.5748761224007027,0.0030501950000000055,0.220191921
28,-9.934082304006825,3.706122547507907,0.005067507999999998,0.225259429
29,-8.47565237779765,5.6461717866563195,0.005753612999999991,0.231013042
30,-13.956831298055883,6.677130619827141,0.004622435000000008,0.235635477
31,-8.11972114273562,2.861947972675619,0.003018635999999991,0.238654113
32,-8.153235042226136,0.12317059563751856,0.0026670779999999894,0.241321191
33,-8.28386389194572,2.7043797688355538,0.0037532460000000156,0.245074437
34,-7.890069842534652,3.8605239376717067,0.0039985839999999995,0.249073021
35,-7.286615333841576,1.279800555924497,0.005708258999999993,0.25478128
36,-11.856296987042086,8.15982920757215,0.010045693999999994,0.264826974
37,-7.30601530630917,1.5634726923839242,0.0036488969999999843,0.268475871
38,-6.245864358471086,3.9186404208470345,0.005093990000000048,0.273569861
39,-9.65887169228265,6.867539250501298,0.00642216499999998,0.279992026
40,-8.644213315821222,2.8865641683561605,0.0041620689999999905,0.284154095
41,-13.916059040201935,5.542270535776192,0.004639787999999978,0.288793883
42,-7.147781452335844,1.3565952347424726,0.003767752000000013,0.292561635
43,-11.476832265150932,4.559808215797159,0.004753296000000018,0.297314931
44,-13.978393832845963,3.6023858525338484,0.003863799000000001,0.30117873
45,-6.700322319933082,2.521944242229456,0.004977640000000005,0.30615637
46,-8.90165586707784,2.2859972124303765,0.003653982,0.309810352
47,-7.476008923700819,3.3508673222350964,0.003432025999999977,0.313242378
48,-7.522925579673682,-0.2390650515112717,0.0026526370000000132,0.315895015
49,-10.573685806595188,3.6238318739866435,0.006169181999999995,0.322064197
50,-10.245491792060555,2.0473217157425685,0.004011965000000006,0.326076162
51,-7.184387288696186,2.170608571325788,0.0032460879999999803,0.32932225
52,-8.395668365061422,2.6170509468229817,0.005729013000000005,0.335051263
53,-6.826461727038785,0.6729572487643034,0.0030891749999999996,0.338140438
54,-6.84855874844649,2.3333667314912323,0.0036887879999999984,0.341829226
55,-8.025582307832865,1.1645861510815352,0.0035417209999999977,0.345370947
56,-6.534978092395721,1.4247110000858891,0.003626463000000024,0.34899741
57,-8.224124944005649,3.9263514234335886,0.003773413999999975,0.352770824
58,-12.642187573928918,3.917631453050081,0.004608402000000011,0.357379226
59,-10.53686004625607,4.977339073880036,0.003880402000000005,0.361259628
60,-7.863910242451929,2.499026033657904,0.0030172190000000154,0.364276847
61,-8.974720332156213,3.1224874140051,0.003414588999999968,0.367691436
62,-17.088788835794542,3.7864603188434094,0.0033865869999999965,0.371078023
63,-7.2264581965364885,0.7758196891752598,0.0025996430000000403,0.373677666
64,-11.880699172364078,4.030261723864496,0.0033897319999999787,0.377067398
65,-7.29690683337328,3.9558687561445582,0.006203850000000011,0.383271248
66,-8.288444500263946,4.361572370946191,0.0033705829999999826,0.386641831
